"0,8,9,14,19,32,34,35,44,46,51,58,61,67,72","0,8,14,18,25,26,29,34,35,43,45,46,58,60,67,69,77","0,8,14,18,19,25,44,46,51,58,60,61,67,72,75","0,8,11,14,26,46,58,60,67,68,69","8,14,15,44,58,60,61,68"
"1,13,14,15,16,17,29,36,38,42,53,56,58,63,73,76","6,9,14,15,16,17,18,19,23,26,30,42,44,55,58,60,75","1,14,17,16,17,18,23,27,28,32,34,36,38,40,42,50,52,56,58,60,63,73,77","6,9,13,14,15,16,17,19,26,30,34,42,44,45,46,48,55,58,60,62,67,68,70,72","17,22,38,42,50,53,58,60"
"2,5,12,20,21,22,27,28,37,41,43,52","1,2,3,8,11,12,20,32,37,40,41,54,56,59,62,64,65,66,70,74,77","2,5,8,20,26,27,28,37,41,48,53,66,71,74","2,3,11,12,20,29,37,40,41,54,56,59,64,65,66,71,76","2,21,37"
